Title,Schedule,Description,Location,Phone,Email,Website
St Cuthbert's Catholic Primary School - Out of School Club,N/A,"St Cuthbert's Catholic Primary School's breakfast and after school club is for children who attend the school, for full information please contact us via the details below.  Ofsted Report","St. Cuthbert's Catholic Primary School, Thorburn Road, Pemberton, Wigan, WN5 9LW, 01942 222721",N/A,N/A,N/A
St Cuthbert's Early Years Centre,N/A,"Our Baby Room caters for 6 children aged 0-2 years, Toddler Room caters for 15 children aged 2-3 years and the Pre-school Room caters for 48 children aged 3-4 years. At St Cuthbert’s Early Years Centre, we provide a home-from-home, caring and stimulating environment. All practitioners are…","Thorburn Road, Pemberton, WIGAN, Lancashire, WN5 9LW, 01942 222 721, 01942 776 628",N/A,N/A,N/A
St Edmund Arrowsmith Catholic High School,N/A,"Our aim has always been to inspire every pupil to want to make the world a better place. This aim sits above all others in defining an education for our pupils. Our Catholic faith is central to everything we do, and our pupils are asked…","Rookery Avenue, Ashton-in-Makerfield, WIGAN, WN4 9PF, 01942 728651",N/A,N/A,N/A
St James' Catholic Primary School,N/A,Headteacher's Welcome St James’ Catholic Primary School is a flourishing community and we are extremely proud of our pupils and their outstanding achievements. At St James’ we believe that children succeed best in an atmosphere where high expectations are underpinned by support and respect as…,"St. James Road, Orrell, WIGAN, LANCASHIRE, WN5 7AA, 01942 748455",N/A,N/A,N/A
St James’ Church of England Nursery and Pre-School,N/A,"About Us St James’ CofE Nursery, Pre-School and Primary School is a vibrant and happy setting. Nursery and Pre-School The nursery and pre-school are part of St James’ Church of England School and follow the same high standards and school ethos. As the Nursery and Pre-school is in…","St. James' CofE Nursery, Pre-School and Primary School, Tyrer Avenue, Worsley Mesnes, Wigan, Lancashire, WN3 5XE, 01942 703952",N/A,N/A,N/A
St John Fisher Catholic High School,N/A,We are a thriving Catholic school community serving young people in the middle of Wigan. We believe in delivering a broad and balanced curriculum underpinned by a strong faith experience and an excellent pastoral care system. We believe every child deserves to feel safe and…,"Baytree Road, WIGAN, WN6 7RN, 01942 510715",N/A,N/A,N/A
St Mary's CE Primary School,N/A,"St Mary’s C.E. Primary School is a thriving and successful primary school situated in Platt Bridge, Wigan. Our annual intake of 45 children comes from the surrounding areas of Platt Bridge, Spring View, Lower Ince, Abram and Hindley. We moved into our new school building…","Wright Street, Platt Bridge, Wigan, WN2 3NX, 01942 866416",N/A,N/A,N/A
St Marys Catholic High School - (Astley),N/A,St. Mary’s is a successful and unique 11-18 school and 6th Form. St Mary's is first and foremost a Catholic high school rooted in the teachings and example of Jesus Christ and the values of the Gospel. We endeavour to offer the best to all pupils…,"Manchester Road, Astley, MANCHESTER, M29 7EE, 01942 884144",N/A,N/A,N/A
St Peter's Catholic High School,N/A,"We are very proud of our school and its commitment to providing all our students with a high-quality and fully-rounded Catholic education. St Peter’s is a high-achieving school, setting and achieving very high expectations for our learners. We are also committed to providing outstanding pastoral care…","Howards Lane, Orrell, WIGAN, LANCASHIRE, WN5 8NU, 01942 747693",N/A,N/A,N/A
St William's Catholic Primary School Nursery,N/A,"""If you can dream it, you can achieve it!"" (Children's Motto) We have a 26 place Nursery for three and four-year-old children on the school site. Our Nursery is part of our Early Years Department and is run by an experienced Nursery teacher. We are…","Ince Green Lane, Ince, Wigan, Greater Manchester, WN2 2DG, 01942 235782",N/A,N/A,N/A
St. Aidan's Catholic Primary School,N/A,"Welcome: I am very proud to be Headteacher of St. Aidan’s and firmly believe that it is everything a primary school should be; inclusive, fun, exciting, caring and forward thinking! We don’t know what jobs our children will do in the future, in fact they…","Holmes House Avenue, Winstanley, Wigan, WN3 6EE, 01942 223544",N/A,N/A,N/A
St. Ambrose Barlow Catholic Primary School,N/A,"Welcome: At St. Ambrose Barlow we believe that every child is a unique being, created in the image of God. Within our school, we seek to create a happy, friendly and supportive environment, where every child has the opportunity to develop spiritually, intellectually and socially.…","Manchester Road, Astley, Manchester, M29 7DY, 01942 883912",N/A,N/A,N/A
St. Andrew's Church of England Junior & Infants School,N/A,"Welcome At St. Andrew’s, our greatest priority is that your child is happy. We firmly believe that happy children learn best, and we prove this with our results. We have high aspirations and we achieve our goals consistently because we understand that happiness leads to…","Mort Street, Springfield, Wigan, Lancashire, WN6 7AU, 01942 244354",N/A,N/A,N/A
St. Benedict's Catholic Primary School,N/A,"Welcome I am delighted to welcome you to St. Benedict’s Catholic Primary School. Our aim is to give your child the best education possible built on the Gospel principles of Jesus Christ. We believe that every child is unique, should be treated as an individual…","Abbott Street, Hindley, Wigan, Lancashire, WN2 3DG, 01942 253522",N/A,N/A,N/A
St. Bernadette's Catholic Primary School,Monday to Friday 7:30am - 5:30pm,"www.saintbernadettes.wigan.sch.uk Welcome to our website – whether you are a parent, pupil or visitor, we hope that it gives you a flavour of how we celebrate our wonderful school community. We are blessed by amazing pupils, parents, governors and staff who work together to ensure…","St. Bernadette's Catholic Primary School, Church Lane, Shevington, Wigan, WN6 8BD, 01257 401125",N/A,N/A,N/A
St. Bernadette's Catholic Primary School - Breakfast and After School Club,N/A,St. Bernadettes breakfast and after school club is for children who attend the school and nursery. Our Breakfast Club opens at 7:30am and runs until 8:50am when our staff will accompany the children into their class lines on the playground to start the day. On…,"St. Bernadettes RC Primary School, Church Lane, Shevington, Wigan, WN6 8BD, 01257 401125",N/A,N/A,N/A
St. Bernadette's Nursery,N/A,"What we offer: A warm, safe, comfortable environment within a nurturing school community. Learning based on children’s interests and talents. Extensive grounds to explore and learn. A place in the heart of the local village. Educating pupils with skills for life. 15-30 hours funding available.…","Church Lane, Shevington, WIGAN, LANCASHIRE, WN6 8BD, 01257 401125",N/A,N/A,N/A
St. Catharine's CE Primary,N/A,Headteacher's Welcome Welcome to St. Catharine’s CE Primary School Our Town Page where you will find out all about our wonderful school. St. Catharine’s is a one form entry school situated in Scholes close to Wigan town centre. As a church school we celebrate our…,"Scholefield Lane, Scholes, WIGAN, LANCASHIRE, WN1 3LP, 01942 733081",N/A,N/A,N/A
St. Catherine of Siena Catholic Primary School,N/A,Welcome Welcome to St Catherine’s Catholic Primary School. I am so proud to be the Headteacher of this wonderful school. Our school is a caring Catholic community which places the happiness and achievement of all our children at the heart of what we do. Great…,"Cranham Avenue, Lowton, WARRINGTON, CHESHIRE, WA3 2PQ, 01942 671528",N/A,N/A,N/A
St. Cuthbert's Catholic Primary School,N/A,"Welcome to St. Cuthbert's. For a real understanding of our life here at school we welcome you to visit, we would be delighted to show you our school at work. Our governing body supports all that we do and are keen to get involved and…","St. Cuthbert's Catholic Primary School, Thorburn Road, Wigan, WN5 9LW, 01942 222721",N/A,N/A,N/A
St. David Haigh and Aspull Church of England Primary School,N/A,"Welcome Welcome to St. David Haigh and Aspull Church of England Primary School. We are a friendly, family school in beautiful surroundings on the edge of Haigh Woodland Park, with views of the Pennines. We have a unique learning environment in which our children thrive.…","Copperas Lane, Haigh, WIGAN, LANCASHIRE, WN2 1PA, 01942 831310, 01942 833818",N/A,N/A,N/A
St. Gabriel's Catholic Primary School,N/A,"About St. Gabriel’s Catholic Primary School On behalf of the children, staff and Governors, I would like to offer a very warm welcome to St Gabriel’s Catholic Primary School, serving the community of Higher Folds. We are a Voluntary Aided, 1.5 form entry school with…","St. Gabriel's Catholic Primary School, Queensway, Leigh, WN7 2XG, 01942 769712",N/A,N/A,N/A
St. Gabriel's Catholic Primary School - Breakfast Club and After School Clubs,N/A,"Breakfast Club The Breakfast Club provides a great start to the school day.  The Club offers a welcoming, friendly and safe environment for all children at St. Gabriel’s Catholic Primary School. The Breakfast Club staff work hard to foster and develop social skills, independence and…","Queensway, Leigh, WN7 2XG, 01942 769712",N/A,N/A,N/A
St. Gabriel's Catholic Primary School Preschool,N/A,"Our Pre-school is delivered by a Qualified Teacher. Pre-school children are able to start the day after their 3rd birthday. Children are able to develop their key areas of learning including, social skills, communication and language and physical skills. Additionally, children will begin to develop…","Queensway, Leigh, WN7 2XG, 01942 769712",N/A,N/A,N/A
St. George's Central Church of England Primary School - Breakfast Club,N/A,"Essential Information 7:30am - 8:30am – Serving Breakfast. Very social - staff and children to eat together, children to help serve where possible. 7:30am – 8:40am – Free play session. Free play available - Various games and toys. Creative table - gives option to colour…","Darlington Street, Tyldesley, Manchester, M29 8DH",N/A,N/A,N/A
St. George's Central Church of England Primary School - Lancaster Avenue Nursery,N/A,We are based in a small community within a beautiful rural setting where our large outdoor area is overlooking farmland. Your child can begin in our Lancaster Avenue Nursery the school term after their second birthday. Your child can begin in either our Lancaster Avenue…,"Lancaster Avenue, Tyldesley, MANCHESTER, Lancs, M29 8LN, 01942 883773",N/A,N/A,N/A
St. George's Central Church of England Primary School and Nursery,N/A,Headteacher's Welcome I would like to take this opportunity to welcome you to St. George’s Central CE Primary School and Nursery. We are an above average sized Church of England Primary School with a teacher led nursery for 3 and 4 year olds on our…,"St. George's Central CE Primary School, Darlington Street, Tyldesley, Manchester, M29 8DH, 01942 883773",N/A,N/A,N/A
St. James C Of E Primary School - Breakfast Club,N/A,"St James have a breakfast club for children attending the school, for full information please contact school on the number provided.   Ofsted Report","St. James C Of E School, Tyrer Avenue, Wigan, WN3 5XE, 01942 703952",N/A,N/A,N/A
St. James' Church Of England Primary School,N/A,"Mission Statement Our mission statement is: ""Through him we learn to live abundant lives, especially reasuring the values of friendship, trust, thankfulness, respect, forgiveness, hope and courage"" About Us St James’ CofE Nursery, Pre-School and Primary School is a vibrant and happy school. The school recieved…","St. James C Of E School, Tyrer Avenue, Wigan, WN3 5XE, 01942 703952",N/A,N/A,N/A
St. John's C.E Preschool Partnership,N/A,We are a pre-school nursery situated with St John's Primary School.,"Church St, Pemberton, WIGAN, Lancashire, WN5 0DT, 01942 214580",N/A,N/A,N/A
St. John's Church of England Primary School,N/A,"About Us Thank you for taking an interest in St. John's C.E.  We are a school family in Pemberton that aims to 'Love one another as God loves us'.  Our main aims are to help our children to become motivated, have a positive attitude and…","Church Street, Pemberton, Wigan, WN5 0DT, (01942) 222133",N/A,N/A,N/A
St. John's Mosley Common Church of England Primary School,N/A,"Welcome We believe that our school is special. The relationships that we develop with our children and families safeguard the happiness and growth of each member of our school family. Our hardworking and dedicated staff work in partnership with our Parents/Carers, Vicar, Governors and the…","St. John's Mosley Common Church Of England Primary School, Commonside Road, Worsley, Manchester, M28 1AE, 0161 790 2195",N/A,N/A,N/A
St. John's Mosley Common Church of England Primary School - Out of School Care,N/A,"Essential Information We offer a breakfast club and after school club.. All clubs are staffed by members of the day care staff. Both these Breakfast Club and the After School Club are available for children aged three to eleven, and prices for both clubs can…","St. John's Mosley Common Church Of England Primary School, Commonside Road, Worsley, Manchester, M28 1AE, 0161 790 2195 option 2",N/A,N/A,N/A
St. John's Mosley Common Church of England Primary School Nursery,N/A,"Welcome Situated within the Start Well linked site, the building is set within a green field site and has a separate play area to the school. We have more than 50 years experience in childcare and take pride in the quality of care we provide.…","Mosley Common Children's Centre, Commonside Road, Boothstown, MANCHESTER, LANCASHIRE, M28 1AE, 0161 790 2195 option 3",N/A,N/A,N/A
St. Johns C Of E Primary School - After School Club,N/A,St. Johns C Of E Primary School -provide an after school club for children attending their school. Please contact the school for more information and to request a place for your child. Please see link to Ofsted Report 2777265 (ofsted.gov.uk),"Church Street, Wigan, WN5 0DT, 01942 222133",N/A,N/A,N/A
St. Joseph's Catholic Primary School,N/A,"Welcome It is a privilege for me to be able to welcome you and your family to St Joseph’s Catholic Primary School. Our School Mission statement reads ‘Love Jesus, Love Learning, Love life’ and our aim is to give your child the best education possible built on…","Mather Lane, Leigh, WN7 2PR, 01942 606395",N/A,N/A,N/A
St. Jude's Catholic Primary School,N/A,"Welcome At St Jude’s Catholic Primary School our curriculum provides opportunities for our children to ‘aspire to be more’ in an environment that is underpinned by our mission statement, “Together, We Learn, Love and Grow with Jesus.” Regardless of starting points, we ensure all children…","St. Judes Catholic Primary School, Worsley Mesnes Drive, Worsley Mesnes, Wigan, Lancashire, WN3 5AN, 01942 204091",N/A,N/A,N/A
St. Jude's Catholic Primary School - Preschool,N/A,"Our Preschool offers 15 and 30 hour funded places with flexibility to suit your family needs.    St Jude’s Preschool caters for children from the age of 3. Our children are cared for by our Early Years team, including a fully qualified teacher who plans and delivers exciting activities…","St. Jude's Primary School, Worsley Mesnes Drive, Worsley Mesnes, Wigan, Lancashire, WN3 5AN, 01942 204091",N/A,N/A,N/A
St. Jude's Catholic Primary School – Wraparound Care,N/A,"St. Jude's Catholic Primary School provides a Breakfast and After School Club for children attending the school, for full information please call 01942 204091 or pop in to speak to the school office. Link to Our Town School page: Link. Link to Our Town Preschool…","Worsley Mesnes Drive, Worsley Mesnes, Wigan, Lancashire, WN3 5AN, 01942 204091 (option 2)",N/A,N/A,N/A
St. Luke's Church of England Primary School,N/A,"Welcome St. Luke’s Church of England Primary School is a voluntary aided school in the Diocese of Liverpool. We are a happy, caring school which celebrates and ensures that every child is valued as an individual. The partnership between home and school is vital in…","Church Lane, Lowton, Warrington, Cheshire, WA3 2PW, 01942 201140",N/A,N/A,N/A
St. Marie's Before & After School Club,Monday - Friday 7:30am to 6:00pm,There has been Pre-school provision at St Marie’s for over 13 years. All children from the age of 3 are very welcome and the experienced  staff aim to help all children achieve their potential. Structured play activities are carefully planned and prepared so that all…,"St. Marie's Catholic Primary School, Avondale Street, Standish, Wigan, WN6 0LF, 01257 422975",N/A,N/A,N/A
St. Marie's Catholic Primary,N/A,"Welcome to St. Marie's Our Mission is to be a Christian School where all can grow in faith, showing love, care and respect for each other as members of God's family. St Marie's is at the heart of the community in Standish. We are a…","Avondale Street, Standish, Wigan, Lancashire, WN6 0LF, 01257 422975",N/A,N/A,N/A
St. Marie's Pre-school,N/A,There has been Pre-school provision at St. Marie’s for over 13 years. All children from the age of 3 are very welcome. Our experienced staff aim to help all children achieve their potential. Structured play activities are carefully planned and prepared so that all children…,"St. Marie's Catholic Primary School, Avondale Street, Standish, WIgan, WN6 0LF, 01257 422975",N/A,N/A,N/A
St. Mark's Church of England Primary School,N/A,"Welcome St. Mark's has a long history in our community, being established for over a centruy and enjoys strong links with our Church which is situated close by. From September 2015, St. Mark's became part of a 'hard federation' with Atherton St. George's Church of…","St. Mark's Church of England Junior School, Alexandra Street, Wigan, WN5 9DS, 01942 748618",N/A,N/A,N/A
St. Mark's Church of England Primary School - Breakfast Club and After School Care,N/A,"St. Mark's Church of England Primary School offers a 'FREE' breakfast club provision for all children from Reception class to Year 6.  We are very lucky to be sponsored by Agrial Fresh through The Greggs Foundation, which enables us to provide plenty of healthy breakfast…","St. Mark's Church of England Primary School, Alexandra Street, Newtown, Wigan, WN5 9DS, 01942 748618",N/A,N/A,N/A
St. Mark's Church of England Primary School - Little Lions' Nursery,N/A,"Little Lions' Nursery at St. Mark's CE Primary School Little Lions' Nursery is based within St. Mark's Church of England Primary School in Newtown, situated in the heart of the community and has the benefit of being part of 'The Wings' CE Trust'. As a Pre-School…","Alexandra Street, Wigan, Wigan, Lancashire, WN5 9DS, 01942 748618, enquiries@admin.saintmarks.wigan.sch.uk",N/A,N/A,N/A
St. Mary & St. John Catholic Primary School,N/A,"Welcome Our school serves the two Catholic Parishes of St. Mary’s and St. John’s(now called St William's Parish) within the Archdiocese of Liverpool and Wigan Local Authority. We are a single form entry school and currently have 210 pupils on roll. I speak for the children,…","Standishgate, Wigan, Wigan, Lancashire, WN1 1XL, 01942 206733",N/A,N/A,N/A
St. Michael's Church of England Primary School,N/A,"School Aims All children are entitled to a high quality education which will enhance their self-esteem, skills, knowledge, understanding and which prepares them for their future lives.  We believe children learn best in an environment in which they feel safe, cared for and are well…","Leigh Road, Atherton, Manchester, M46 0PA, 01942 883118",N/A,N/A,N/A
St. Michael's Church of England Primary School - Breakfast Club,N/A,"Essential Information St. Michael's Church of England Primary School has a Breakfast Club which is run by our teaching assistants, under the guidance of the school. Mrs D. Roberts, is Breakfast Club Lead, with the assistance of Mrs D. McCall and Mrs S. Ashton, Mr…","Leigh Road, Atherton, Manchester, M46 0PA, 01942 883118",N/A,N/A,N/A
St. Oswald's Catholic Primary School,N/A,"Welcome to St. Oswald's Catholic Primary School “We are a learning community promoting the Gospel values of mutual trust, care and respect”. We aim to provide a happy school firmly rooted in the example and teachings of Jesus Christ in which we, the children, parents,…","Council Avenue, Ashton-in-Makerfield, Wigan, Lancashire, WN4 9AZ, 01942 724820",N/A,N/A,N/A
St. Patrick's Catholic Primary School,N/A,"St Patrick’s Catholic Primary School is a flourishing, nurturing community and we are extremely proud of our pupils and their achievements. At St Patrick’s we believe that children succeed best in an atmosphere where high expectations are underpinned by core values such as tolerance, love,…","Hardybutts, Wigan, WN1 3RZ, 01942 244361",N/A,N/A,N/A
St. Patrick's Catholic Primary School - Out of School Club,N/A,"St. Patrick's Catholic Primary School Out of School Club is for children attending the school We offer childcare before school, after school and during the holidays for children aged 3-11 years Breakfast Club is open from 7:30am until school time. The cost is £4.50 and…","St. Patricks Primary School, Hardybutts, Wigan, WN1 3RZ, 01942 244361, 01942 244363",N/A,N/A,N/A
St. Paul's CE Primary School,N/A,"St Paul's C of E. School believes in the uniqueness of every child created in the image of God.  For this reason we aim to enable each child to grow and develop in mind, body and spirit, through challenging and creative teaching within the context…","Warrington Road, Goose Green, Wigan, WN3 6SB, 01942 243068",N/A,N/A,N/A
St. Peter's Church of England Primary School,N/A,Welcome At St. Peter’s we are deeply committed to providing many learning opportunities and create a supportive environment in which each individual is nurtured and where their successes and achievements are celebrated. Our children should not only achieve their very best academically but also continue…,"Kildare Street, Hindley, Wigan, Lancashire, WN2 3HY, 01942 258647",N/A,N/A,N/A
St. Philip's C of E Primary School - Out of school care,N/A,St. Philip's C of E Primary School provide breakfast and after school clubs for children attending their school.  Please visit their website below for more information. Link to Ofsted Report (Left click and select open in new window) Untitled (ofsted.gov.uk),"Bolton Old Road, Atherton, Manchester, M46 9FD",N/A,N/A,N/A
St. Philip's Church of England Primary School,N/A,"Welcome St. Philip's is an Aided, Church of England Co-educational Primary School, catering for the needs of children from the ages of 4 to 11. The school was inspected by Ofsted in January 2009 and was graded as 'Outstanding' in all categories. Copies of the report can…","Bolton Old Road, Atherton, Manchester, Manchester, M46 9FD, 01942 883919",N/A,N/A,N/A
St. Richard's Roman Catholic Primary School,N/A,"Mission Statement St. Richard's Roman Catholic Primary School encourages everyone within the school community to know, love and follow Jesus in all that they say and all that they do. To know by: Developing as individuals, opening our eyes to the world. Encouraging an appetite…","Flapper Fold Lane, Atherton, Manchester, M46 0HA, 01942 882980",N/A,N/A,N/A
St. Richard's Roman Catholic Primary School - Breakfast and After School Club,N/A,"Essential Information: Breakfast Club is free of charge to all pupils, open from 8:00am-8:45am Monday-Friday and After School Club is open from 3:15pm-5:15pm at the cost of £8 per child per day which is required to be booked and paid for a half term in…","Flapper Fold Lane, Atherton, Manchester, M46 0HA, 01942 882980",N/A,N/A,N/A
St. Stephen's Church of England Primary School - Astley,N/A,"Welcome We are a small, family primary school who cares about the well being and education of every child. Our whole team works to provide every child with the opportunity to achieve his or her full potential. We have a number of features which make our…","Astley St. Stephen's Church of England Primary School, Manchester Road, Tyldesley, Manchester, M29 7BT, 01942 882412",N/A,N/A,N/A
St. Stephen's Church of England Primary School - Astley - Breakfast Club,N/A,St. Stephen's Breakfast Club is for children attending the school.  Please visit their website for more information. Link to our main Our Town Directory page: Link. Ofsted Report,"Manchester Road, Astley, Manchester, M29 7BT, 01942 882412",N/A,N/A,N/A
St. Thomas Church of England Primary School - Leigh,N/A,"A Warm Welcome St Thomas is a thriving and happy Primary School, where our Christian ethos and values underpin all we do. We offer our pupils a warm and caring atmosphere which nurtures every individual and challenges all abilities so that they may reach their…","Astley Street, Leigh, Lancashire, WN7 2AS, 01942 672730",N/A,N/A,N/A
St. Thomas Church of England Primary School - Leigh - Breakfast Club,N/A,St. Thomas Church of England Primary School - Breakfast Club is for children who are attending the school only.  Please contact them for more information. Link to Our Town Directory page: Link.,"St. Thomas Church of England Primary School, Astley Street, Leigh, Lancashire, WN7 2AS, 01942 672730",N/A,N/A,N/A
St. Thomas' Church of England Junior and Infant School - Golborne,N/A,"Welcome Our vision is to ensure that children are highly valued by all members of the school community. We aim to inspire our children through a broad, balanced and engaging curriculum, enabling every child to succeed and experience “life in all it’s fulness”. We nurture…","Church Street, Golborne, Warrington, Cheshire, WA3 3TH, 01942 728153",N/A,N/A,N/A
St. Thomas's Church of England Primary School,N/A,"Welcome It is my privilege to welcome you to St. Thomas’s Church of England Primary School and an honour to serve as the Headteacher. Our school is a place of learning, laughter, fun and a desire to be the best we can be. Our loving…","Hodnet Drive, Ashton-in-Makerfield, Wigan, Lancashire, WN4 8PQ, 01942 201107",N/A,N/A,N/A
St. Wilfrid's Catholic Primary School - Ashton,N/A,"Welcome On behalf of the staff, pupils, parents and governors I would like to welcome you to our school, we are very proud of our school ethos, ""Living the Gospel in the spirit of Love and Respect"".  At St. Wilfrid’s Catholic Primary School, we strive to…","St. Wilfrid's Catholic Primary School, Golborne Road, Ashton-in-Makerfield, Wigan, WN4 8SJ, 01942 707101",N/A,N/A,N/A
St. Wilfrid's Catholic Primary School - Ashton - Breakfast & Out of School Club,N/A,We provide after school care for children aged 3 –11 years old based at St. Wilfrid’s Primary School.  We are committed to providing quality childcare in a rich and stimulating environment where children will feel safe and secure in order that they can develop and…,"Golborne Road, Ashton-in-Makerfield, Wigan, Manchester, WN4 8SJ, 01942 707101 School Number, 07562 626795 Mobile Number",N/A,N/A,N/A
St. Wilfrid's Catholic Primary School Nursery - Ashton,N/A,Link to the schools page on the directory: Link. Ofsted Report,"Off Golborne Road, Ashton-in-Makerfield, Wigan, Lancashire, WN4 8SJ, 01942 707101",N/A,N/A,N/A
St. Wilfrid's CE Primary School (Standish),N/A,"Our Vision: ‘I can do all things through Christ who strengthens me.’ Philippians 4:13 Our children will be rooted in strong faith and academic foundations to thrive and succeed, knowing that Jesus is with them, every step of their journey. Our staff will have the…","Rectory Lane, Standish, Wigan, WN6 0XB, 01257 423992",N/A,N/A,N/A
St. William's Catholic Primary School,N/A,"Welcome We are extremely proud of the success of our children and together, we want each one of them to excel within our very caring community where standards are high and our expectations are consistent and clear. Our high expectations apply not only to our…","St. William's Catholic Primary School, Ince Green Lane, Ince, Wigan, WN2 2DG, 01942 235782",N/A,N/A,N/A
Standish Community High School,N/A,"Standish Community High School is a thriving 11-16 school, set on an extensive and well-resourced campus in Standish, Wigan. We are a vibrant, caring and forward thinking school, where the achievement and personal development of each student go hand in hand. At Standish Community High…","Kenyon Road, Standish, WIGAN, LANCASHIRE, WN6 0NX, 01257 422265",N/A,N/A,N/A
Standish Kids Club,N/A,Standish kids club is an Ofsted registered before and after school club based at St Wilfrid’s Parish Hall in Standish. We serve St Wilfrid’s and Wood Fold primary schools. Breakfast club is 7:30am - 9:00am and after school club is 3:00pm - 6:00pm. Children walk…,"St Wilfrid's Parish Hall, Church Street, Standish, Wigan, Lancashire, WN6 0JT",N/A,N/A,N/A
Standish St. Wilfrid's CE Primary School Nursery,N/A,"The Nursery is divided into areas which each have a specific focus. These include: role play, creative area, music area, maths area and ICT. The children access these according to their own interests and staff support them through free and structured play activities. Our staff…","Rectory Lane, Standish, WIGAN, LANCASHIRE, WN6 0XB, 01257 423992, 01257 423714",N/A,N/A,N/A
Standish St. Wilfrid's CE Primary Schools Breakfast and After School Club,N/A,St. Wilfrid's breakfast and after school club is for children attending our school.  It is a fantastic opportunity for children to come together and take part in a wide range of activities at the Academy.   Kidz Klub is the name of our highly…,"St. Wilfrids C Of E Primary Academy, Rectory Lane, Standish, Wigan, WN6 0XB, 01257 423992, 01257 423714",N/A,N/A,N/A
Standish Under 5's Limited,N/A,"Our Aims, Objectives and Guarantees To You: Aims of the Nursery To provide a friendly, family-oriented, nurturing and supportive environment in which all pupils are known as individuals and are equally valued and supported regardless of race, religion, gender or disability. Standish under 5's aims…","Kenyon Road, Standish, Wigan, Lancashire, WN6 0NX, 01257 478739",N/A,N/A,N/A
"Starbrite Nursery, Lowton",N/A,"At Starbrite Nursery, safeguarding is paramount and all staff are Paediatric First Aid trained. Children learn through a combination of free play, adult led and focused activities. Each child is allocated a key person who supports and oversee's their development, but all staff engage with…","Laburnum Road, Lowton, Warrington, Cheshire, WA3 2NL, 01942 601180",N/A,N/A,N/A
Storytimes Private Day Nursery And Pre-School- After School and Holiday Care,N/A,N/A,"332, Hamilton Street, Atherton, Manchester, M46 0BE, 01942 888616",N/A,N/A,N/A
Sunbeams Day Nursery,N/A,"Sunbeams Atherton is situated close to Atherton's town centre with great public transport and motorway links. We have recently had a full internal and external refurbishment, to create a warm, friendly, safe and welcoming learning environment for our children to have the best possible start in…","23, Manor House, Bolton Old Road, Atherton, MANCHESTER, M46 9DF, 0800 307 0155",N/A,N/A,N/A
Sunbeams Day Nursery - After School Club,N/A,"Sunbeams Atherton is situated close to Atherton's town centre with great public transport and motorway links. We have recently had a full internal and external refurbishment, to create a warm, friendly, safe and welcoming learning environment for our children to have the best possible start in…","Manor House, 23, Bolton Old Road, Atherton, Manchester, M46 9DF, 0800 307 0155",N/A,N/A,N/A
Sunrise & Sunset Clubs at Atherton Sacred Heart Primary School,N/A,"Our Sunrise Clubs and Sunset Clubs (After-School Clubs) are available every day, which children from all years groups are welcome to attend. Sunrise breakfast club is open 7:30am-8:30am. Sunset club is open from the end of the school day until 6:00pm. Morning Activity Club - Get ready for the…","Lodge Lane, Manchester, M46 9BN, 01942 883429",N/A,N/A,N/A
Susan Winstanley,N/A,"I have 21 years experience in childcare, offering a very warm, happy and safe setting to all children. Very highly recommended by all past and present parents. References can be requested.","Standish, Wigan, WN6, 01257 421242, 07799 144866",N/A,N/A,N/A
Top Chapel Day Nursery Ltd,N/A,"We are a family-run setting located in the heart of Tyldesley with easy access from the V2 bus route with available parking behind the back of the building (local car parks) as well as a bicycle station. At Top Chapel Day Nursery, our team shares…","Top chapel, 154 Elliott Street, Tyldesley, Manchester, Lancashire, M29 8FL, 01942634009",N/A,N/A,N/A
Top Chapel Day Nursery Ltd - Out of School Care,N/A,"Here at Top Chapel Day Nursery we provide high quality, flexible childcare for children aged 0-8 years in a safe hygienic environment. We are a family-run setting located in the heart of Tyldesley with easy access from the V2 bus route with available parking behind…","154, Elliott Street, Tyldesley, Manchester, M29 8FL, 01942 634009",N/A,N/A,N/A
Tracey Schroeder,N/A,"I have been a childminder for 21 years and live at home with my husband. I have two grown up children. I have level 3 Childcare Learning and Development. The children enjoy painting, drawing and treasure hunts. We have a large garden with swings, a…","Leigh, WN7, 07773 883 613",N/A,N/A,N/A
Tracy Molyneux,N/A,"I offer childcare from birth to 5 years. I provide a warm, homely, loving environment, we venture out to playgroups, parks, farms and many more adventures. I have been in childcare for over 30 years the last 14 as a Childminder.","Lowton, WARRINGTON, WA3, 07490 774565",N/A,N/A,N/A
Trinity - Before & After School Club,N/A,"It is intended to provide secure care and social interaction before and after school session times.  Trinity is available to any child who currently attends Highfield St. Matthew’s CE Primary School, Reception to Y6 providing there are places available. All staff are fully qualified, experienced…","Highfield St Matthew's CE Primary School, Billinge Road, Highfield, Wigan, Lancashire, WN3 6BL, 01942 747818 ext 2",N/A,N/A,N/A
Twelve Apostles Catholic Primary,N/A,"As a Catholic School we place great value on the uniqueness of each child in our care. We strive to provide a happy, safe, caring environment, where your child's needs are a priority to all who work or who are associated with the school. Every…","Nel Pan Lane, Leigh, LEIGH, LANCASHIRE, WN7 5JS, 01942 674312",N/A,N/A,N/A
Twinkle Toes @ St Mary's,N/A,"We treat children as individuals and supply a wide range of activities to encourage their development, which will enable them to attain their potential with the help and guidance of our highly qualified staff. Our nursery is set up as an open plan area, allowing…","C/O St Marys CE Primary School, Wright Street, Platt Bridge, Wigan, WN2 3UQ, 01942 557572",N/A,N/A,N/A
